transaction_id,customer_id,product,quantity,price,date,category,city,shipping_method,discount
T2471,C094,Headphones,1,684.65,2025-03-05,Electronics,Chicago,Standard,20
T2472,C078,Headphones,2,404.36,2025-03-04,Home Appliances,San Francisco,Express,20
T2473,C140,Tablet,1,198.5,2025-03-01,Home Appliances,San Francisco,Express,15
T2474,C163,Headphones,1,237.63,2025-03-02,,Los Angeles,Standard,5
T2475,C065,Smartwatch,2,1105.93,2025-03-05,,Seattle,Standard,0
T2476,C016,Tablet,3,937.71,2025-03-03,Home Appliances,New York,Standard,0
T2477,C138,Smartphone,3,920.46,2025-03-05,,Boston,Express,20
T2478,C141,Keyboard,2,299.0,2025-03-05,Electronics,New York,Standard,10
T2479,C074,Headphones,3,971.54,2025-03-07,Accessories,San Francisco,Express,10
T2480,C104,Tablet,2,965.65,2025-03-07,,Chicago,Standard,10
T2481,C193,Smartphone,1,279.54,2025-03-02,Home Appliances,San Francisco,Express,5
T2482,C172,Tablet,2,819.4,2025-03-01,Clothing,Miami,Express,10
T2483,C157,Smartwatch,3,1185.51,2025-03-04,,,Standard,0
T2484,C097,Smartphone,2,960.95,2025-03-05,Electronics,Boston,Express,20
T2485,C137,Laptop,1,57.96,2025-03-02,Accessories,Los Angeles,Express,15
T2486,C039,Monitor,3,1032.24,2025-03-07,Accessories,Chicago,Standard,15
T2487,C010,Keyboard,1,850.52,2025-03-02,Clothing,,Express,10
T2488,C154,Tablet,3,578.77,2025-03-02,Accessories,Los Angeles,Standard,20
T2489,C001,Tablet,3,136.72,2025-03-02,Clothing,Seattle,Express,10
T2490,C089,Tablet,2,499.88,2025-03-07,Accessories,San Francisco,Express,10
T2491,C158,Monitor,2,698.55,2025-03-06,,Seattle,Standard,20
T2492,C018,Tablet,2,1112.04,2025-03-07,Clothing,Miami,Express,10
T2493,C084,Laptop,3,64.08,2025-03-06,Electronics,Chicago,Standard,15
T2494,C162,Keyboard,3,381.04,2025-03-05,Accessories,Boston,Express,0
T2495,C055,Laptop,3,191.31,2025-03-07,Accessories,Chicago,Standard,0
T2496,C001,Smartwatch,3,608.88,2025-03-01,Electronics,Miami,Express,0
T2497,C109,Keyboard,1,329.2,2025-03-05,Clothing,Miami,Express,0
T2498,C015,Headphones,1,418.18,2025-03-02,Accessories,Boston,Standard,10
T2499,C125,Keyboard,1,695.74,2025-03-01,Accessories,Seattle,Express,0
T2500,C046,Tablet,1,447.52,2025-03-06,Clothing,New York,Express,5
T2501,C195,Keyboard,3,512.69,2025-03-01,Clothing,Seattle,Express,15
T2502,C051,Smartwatch,3,312.02,2025-03-03,Home Appliances,Seattle,Express,15
T2503,C101,Tablet,3,76.32,2025-03-01,Clothing,New York,Standard,20
T2504,C150,Keyboard,1,1119.9,2025-03-01,Home Appliances,New York,Express,15
T2505,C019,Headphones,2,722.32,2025-03-02,Electronics,San Francisco,Standard,0
T2506,C028,Smartphone,2,754.84,2025-03-06,Electronics,Chicago,Standard,15
T2507,C011,Smartwatch,1,940.1,2025-03-07,Home Appliances,Los Angeles,Standard,15
T2508,C189,Smartphone,1,720.83,2025-03-01,Electronics,Chicago,Standard,0
T2509,C149,Headphones,3,895.45,2025-03-03,Home Appliances,Miami,Express,5
T2510,C057,Tablet,1,307.31,2025-03-06,,Chicago,Express,0
T2511,C119,Monitor,2,196.49,2025-03-07,,Boston,Express,0
T2512,C134,Smartphone,3,1158.9,2025-03-05,Accessories,Chicago,Standard,10
T2513,C062,Smartphone,2,432.22,2025-03-04,Clothing,Boston,Standard,0
T2514,C097,Tablet,2,811.19,2025-03-02,Clothing,Seattle,Standard,10
T2515,C186,Tablet,2,70.07,2025-03-03,Home Appliances,Boston,Standard,20
T2516,C157,Tablet,2,500.47,2025-03-01,Electronics,Miami,Express,0
T2517,C128,Tablet,2,1068.19,2025-03-03,,Chicago,Standard,15
T2518,C111,Smartwatch,1,1174.18,2025-03-01,Electronics,Chicago,Standard,10
T2519,C074,Tablet,1,53.95,2025-03-02,,New York,Express,15
T2520,C181,Monitor,2,146.55,2025-03-06,Electronics,Los Angeles,Express,10
T2521,C172,Tablet,2,398.73,2025-03-01,Home Appliances,Chicago,Express,5
T2522,C034,Monitor,1,1103.27,2025-03-02,Clothing,,Express,5
T2523,C172,Headphones,3,770.43,2025-03-04,,Miami,Express,10
T2524,C092,Laptop,1,317.87,2025-03-05,Clothing,Miami,Express,15
T2525,C155,Headphones,1,255.49,2025-03-02,,San Francisco,Standard,0
T2526,C175,Tablet,2,711.15,2025-03-06,Electronics,Boston,Express,5
T2527,C134,Keyboard,3,757.42,2025-03-04,Home Appliances,Miami,Express,0
T2528,C162,Smartwatch,2,937.78,2025-03-06,Electronics,San Francisco,Standard,15
T2529,C192,Keyboard,2,583.16,2025-03-01,Accessories,Miami,Standard,15
T2530,C107,Monitor,1,454.17,2025-03-03,Clothing,Seattle,Express,5
T2531,C001,Laptop,3,961.66,2025-03-07,Home Appliances,Boston,Express,0
T2532,C170,Smartwatch,2,889.74,2025-03-06,Accessories,San Francisco,Express,5
T2533,C118,Keyboard,3,774.56,2025-03-07,Home Appliances,Miami,Standard,5
T2534,C009,Headphones,1,346.95,2025-03-03,Home Appliances,,Express,0
T2535,C145,Keyboard,1,985.07,2025-03-03,Home Appliances,,Standard,0
T2536,C188,Laptop,3,548.76,2025-03-05,Clothing,Los Angeles,Express,5
T2537,C102,Smartwatch,1,146.08,2025-03-03,,Chicago,Standard,0
T2538,C080,Headphones,1,952.36,2025-03-03,Clothing,Miami,Standard,15
T2539,C192,Smartwatch,1,447.04,2025-03-02,,Boston,Standard,5
T2540,C014,Smartphone,1,749.59,2025-03-06,Home Appliances,,Express,10
T2541,C080,Keyboard,1,407.85,2025-03-06,,Boston,Express,15
T2542,C014,Headphones,1,808.42,2025-03-04,Clothing,San Francisco,Standard,10
T2543,C019,Monitor,2,99.37,2025-03-07,,Boston,Express,0
T2544,C068,Smartwatch,3,685.74,2025-03-02,Electronics,Miami,Express,10
T2545,C122,Laptop,2,422.89,2025-03-01,Clothing,San Francisco,Standard,20
T2546,C095,Smartwatch,2,273.33,2025-03-04,Electronics,,Standard,15
T2547,C071,Headphones,3,759.39,2025-03-02,Clothing,Chicago,Express,10
T2548,C103,Smartwatch,1,297.73,2025-03-04,Home Appliances,Boston,Express,0
T2549,C130,Smartwatch,2,981.29,2025-03-02,Accessories,Seattle,Standard,15
T2550,C162,Monitor,2,186.74,2025-03-06,Electronics,San Francisco,Standard,10
T2551,C155,Keyboard,1,458.49,2025-03-06,Clothing,Seattle,Standard,20
T2552,C128,Smartwatch,3,250.97,2025-03-06,,Chicago,Standard,0
T2553,C200,Tablet,2,1187.31,2025-03-06,Electronics,Seattle,Standard,5
T2554,C107,Smartwatch,1,886.03,2025-03-02,,Miami,Standard,10
T2555,C063,Monitor,2,78.91,2025-03-04,Electronics,Boston,Standard,0
T2556,C022,Laptop,2,929.61,2025-03-05,,Los Angeles,Standard,0
T2557,C192,Smartwatch,1,555.19,2025-03-05,Electronics,Chicago,Express,10
T2558,C018,Monitor,3,623.67,2025-03-02,Electronics,San Francisco,Standard,20
T2559,C044,Smartwatch,2,441.71,2025-03-07,,Los Angeles,Express,0
T2560,C099,Laptop,2,304.19,2025-03-02,Clothing,San Francisco,Standard,15
T2561,C171,Monitor,3,276.67,2025-03-02,Clothing,New York,Standard,15
T2562,C043,Laptop,2,811.42,2025-03-04,Accessories,Chicago,Standard,0
T2563,C032,Tablet,1,131.11,2025-03-07,,Los Angeles,Express,15
T2564,C093,Monitor,3,853.87,2025-03-07,Electronics,,Standard,5
T2565,C057,Smartphone,3,544.89,2025-03-01,,San Francisco,Express,10
T2566,C038,Headphones,3,416.81,2025-03-07,Home Appliances,,Express,5
T2567,C129,Headphones,1,1156.64,2025-03-06,Home Appliances,San Francisco,Standard,0
T2568,C189,Tablet,1,680.05,2025-03-03,Accessories,Chicago,Standard,20
T2569,C073,Laptop,1,251.67,2025-03-01,Accessories,,Standard,15
T2570,C033,Smartwatch,2,634.98,2025-03-07,Accessories,Boston,Express,5
T2571,C186,Tablet,3,882.61,2025-03-03,Electronics,Los Angeles,Standard,0
T2572,C056,Headphones,3,360.47,2025-03-05,,Boston,Standard,10
T2573,C172,Headphones,2,620.63,2025-03-02,,Miami,Standard,15
T2574,C097,Laptop,1,365.05,2025-03-04,Electronics,San Francisco,Express,5
T2575,C069,Laptop,2,1025.79,2025-03-05,Clothing,,Express,15
T2576,C140,Tablet,3,250.11,2025-03-03,Home Appliances,Boston,Express,0
T2577,C099,Tablet,3,606.66,2025-03-04,Accessories,,Express,10
T2578,C059,Headphones,2,1007.3,2025-03-04,,Chicago,Standard,0
T2579,C020,Smartwatch,3,282.24,2025-03-04,Home Appliances,Boston,Standard,10
T2580,C075,Smartphone,3,1049.79,2025-03-03,Home Appliances,San Francisco,Express,10
T2581,C187,Monitor,3,452.11,2025-03-03,Accessories,Seattle,Standard,10
T2582,C087,Laptop,2,1099.47,2025-03-04,,San Francisco,Standard,0
T2583,C200,Monitor,2,1049.56,2025-03-02,Clothing,,Express,20
T2584,C086,Smartphone,3,228.99,2025-03-07,Electronics,Boston,Express,5
T2585,C078,Laptop,2,808.07,2025-03-04,Electronics,Seattle,Express,20
T2586,C096,Keyboard,2,161.27,2025-03-03,Clothing,Los Angeles,Standard,10
T2587,C050,Smartwatch,3,1040.59,2025-03-04,Accessories,Miami,Standard,5
T2588,C103,Smartwatch,1,84.83,2025-03-01,Accessories,San Francisco,Standard,5
T2589,C131,Keyboard,3,499.92,2025-03-02,Accessories,New York,Express,5
T2590,C086,Smartphone,2,787.29,2025-03-03,Home Appliances,New York,Express,20
T2591,C005,Monitor,3,701.74,2025-03-04,,,Standard,20
T2592,C113,Headphones,3,1067.8,2025-03-05,Electronics,Chicago,Express,10
T2593,C019,Tablet,3,960.66,2025-03-05,Clothing,Seattle,Standard,20
T2594,C010,Monitor,3,333.43,2025-03-06,Accessories,,Express,20
T2595,C150,Smartwatch,3,424.74,2025-03-01,Electronics,Los Angeles,Standard,15
T2596,C098,Keyboard,3,359.51,2025-03-05,Home Appliances,,Express,0
T2597,C162,Smartphone,1,800.46,2025-03-04,Clothing,Chicago,Express,10
T2598,C189,Keyboard,2,1131.65,2025-03-03,Home Appliances,San Francisco,Express,15
T2599,C158,Keyboard,3,1126.77,2025-03-07,Electronics,Miami,Express,15
T2600,C042,Smartphone,1,751.41,2025-03-05,Electronics,Los Angeles,Express,15
T2601,C036,Keyboard,2,1155.48,2025-03-02,Clothing,Los Angeles,Express,15
T2602,C060,Laptop,3,986.93,2025-03-03,Home Appliances,New York,Standard,0
T2603,C173,Tablet,3,606.75,2025-03-04,Accessories,Chicago,Express,15
T2604,C177,Headphones,3,657.06,2025-03-04,Clothing,Los Angeles,Express,20
T2605,C089,Smartphone,1,874.61,2025-03-07,Accessories,San Francisco,Standard,15
T2606,C195,Laptop,1,877.87,2025-03-03,Clothing,Chicago,Standard,10
T2607,C065,Keyboard,1,1149.65,2025-03-06,,,Express,5
T2608,C001,Smartphone,3,474.85,2025-03-01,,San Francisco,Express,5
T2609,C174,Tablet,1,1183.52,2025-03-01,Accessories,New York,Express,20
T2610,C044,Smartphone,3,454.16,2025-03-05,Clothing,Chicago,Express,10
T2611,C129,Monitor,1,749.3,2025-03-02,Electronics,Los Angeles,Standard,10
T2612,C132,Tablet,2,509.75,2025-03-07,Accessories,,Express,20
T2613,C120,Monitor,1,1012.52,2025-03-03,,Los Angeles,Standard,5
T2614,C150,Laptop,3,262.78,2025-03-05,Clothing,Los Angeles,Standard,15
T2615,C181,Keyboard,3,331.96,2025-03-03,Clothing,Miami,Standard,5
T2616,C058,Smartwatch,2,887.1,2025-03-05,,Chicago,Express,15
T2617,C135,Monitor,3,616.42,2025-03-05,Home Appliances,Boston,Express,10
T2618,C138,Keyboard,3,693.14,2025-03-04,Clothing,Los Angeles,Standard,10
T2619,C163,Keyboard,3,1099.83,2025-03-04,,Chicago,Standard,20
T2620,C162,Keyboard,1,403.56,2025-03-05,Accessories,Los Angeles,Express,10
T2621,C035,Smartphone,3,675.97,2025-03-05,Electronics,,Standard,10
T2622,C065,Tablet,2,922.11,2025-03-03,Clothing,Boston,Standard,10
T2623,C071,Laptop,3,836.31,2025-03-03,,Los Angeles,Standard,20
T2624,C189,Laptop,3,700.34,2025-03-04,Accessories,,Standard,15
T2625,C096,Tablet,2,307.54,2025-03-02,Clothing,Chicago,Standard,20
T2626,C058,Headphones,1,1044.61,2025-03-01,Accessories,Miami,Express,10
T2627,C174,Smartwatch,3,705.54,2025-03-03,Electronics,Miami,Standard,10
T2628,C114,Tablet,2,987.07,2025-03-04,Clothing,Miami,Express,15
T2629,C067,Smartphone,1,948.8,2025-03-05,Accessories,San Francisco,Standard,10
T2630,C055,Keyboard,2,704.01,2025-03-03,Electronics,San Francisco,Standard,10
T2631,C033,Keyboard,1,396.92,2025-03-06,Electronics,San Francisco,Standard,15
T2632,C157,Smartphone,3,680.48,2025-03-02,Clothing,Los Angeles,Express,20
T2633,C099,Monitor,3,291.28,2025-03-07,Electronics,Los Angeles,Express,20
T2634,C044,Monitor,1,897.43,2025-03-06,Home Appliances,Miami,Express,5
T2635,C059,Headphones,2,888.9,2025-03-01,Home Appliances,Los Angeles,Standard,0
T2636,C089,Smartwatch,3,450.3,2025-03-05,Clothing,Boston,Standard,20
T2637,C021,Smartwatch,1,898.11,2025-03-04,Accessories,Los Angeles,Standard,0
T2638,C157,Monitor,3,1014.07,2025-03-06,Clothing,Chicago,Standard,0
T2639,C135,Smartphone,3,946.79,2025-03-01,,,Express,0
T2640,C153,Smartphone,3,772.32,2025-03-07,Accessories,Seattle,Express,15
T2641,C160,Smartwatch,2,188.3,2025-03-03,Electronics,Seattle,Standard,20
T2642,C099,Smartwatch,2,62.25,2025-03-05,Accessories,Seattle,Standard,0
T2643,C057,Monitor,1,773.97,2025-03-04,Home Appliances,New York,Express,0
T2644,C157,Laptop,1,1129.47,2025-03-05,Accessories,Los Angeles,Standard,15
T2645,C141,Laptop,1,871.67,2025-03-03,Home Appliances,New York,Express,5
T2646,C150,Smartwatch,3,1062.72,2025-03-04,,Chicago,Standard,10
T2647,C010,Tablet,3,152.42,2025-03-05,,,Standard,15
T2648,C034,Keyboard,1,1163.11,2025-03-07,Accessories,New York,Express,15
T2649,C071,Headphones,3,905.73,2025-03-05,Electronics,Los Angeles,Express,15
T2650,C185,Smartwatch,1,958.58,2025-03-01,,Los Angeles,Standard,15
T2651,C074,Tablet,1,452.61,2025-03-04,Clothing,Los Angeles,Express,10
T2652,C136,Laptop,2,1034.92,2025-03-02,Clothing,Miami,Standard,15
T2653,C148,Smartwatch,2,882.03,2025-03-06,,San Francisco,Express,0
T2654,C189,Monitor,2,375.26,2025-03-06,,,Express,20
T2655,C159,Smartwatch,3,1024.2,2025-03-06,Clothing,,Express,0
T2656,C084,Headphones,2,977.54,2025-03-07,,Chicago,Express,5
T2657,C114,Headphones,3,288.2,2025-03-05,Home Appliances,Seattle,Standard,20
T2658,C060,Laptop,3,506.27,2025-03-06,,New York,Standard,15
T2659,C046,Monitor,1,866.21,2025-03-01,Accessories,Seattle,Express,20
T2660,C017,Monitor,3,311.38,2025-03-06,Clothing,Seattle,Express,0
T2661,C026,Smartwatch,1,50.89,2025-03-07,Accessories,Boston,Express,5
T2662,C072,Keyboard,3,253.91,2025-03-07,,,Express,20
T2663,C029,Keyboard,2,1151.34,2025-03-06,,Miami,Standard,10
T2664,C146,Smartwatch,1,598.93,2025-03-07,Clothing,Boston,Express,5
T2665,C164,Tablet,2,347.33,2025-03-02,Accessories,San Francisco,Standard,5
T2666,C139,Monitor,3,286.8,2025-03-06,Clothing,New York,Express,5
T2667,C128,Smartphone,2,108.52,2025-03-03,,Boston,Standard,0
T2668,C130,Monitor,3,1053.08,2025-03-01,Accessories,Miami,Express,10
T2669,C022,Smartwatch,3,414.54,2025-03-04,Home Appliances,Seattle,Express,10
T2670,C167,Monitor,2,685.43,2025-03-06,Clothing,Chicago,Express,20
T2671,C061,Smartwatch,2,57.89,2025-03-06,,,Standard,10
T2672,C107,Keyboard,1,823.21,2025-03-07,Electronics,Boston,Express,5
T2673,C023,Monitor,2,479.12,2025-03-03,,Boston,Standard,15
T2674,C182,Headphones,1,949.42,2025-03-04,Accessories,,Standard,20
T2675,C144,Keyboard,2,619.24,2025-03-06,,Seattle,Express,0
T2676,C165,Smartphone,1,801.96,2025-03-04,,Los Angeles,Standard,10
T2677,C145,Keyboard,3,744.93,2025-03-02,Clothing,,Standard,5
T2678,C184,Smartphone,3,388.28,2025-03-05,Home Appliances,Boston,Standard,10
T2679,C140,Monitor,2,401.33,2025-03-04,Accessories,Seattle,Express,5
T2680,C179,Headphones,2,918.18,2025-03-03,,Boston,Express,5
T2681,C044,Smartwatch,2,456.92,2025-03-02,Electronics,Chicago,Standard,10
T2682,C135,Smartphone,3,876.07,2025-03-06,Clothing,Chicago,Express,15
T2683,C128,Headphones,3,502.53,2025-03-01,Electronics,Seattle,Standard,15
T2684,C092,Tablet,3,125.16,2025-03-07,Home Appliances,Los Angeles,Express,15
T2685,C107,Laptop,3,473.9,2025-03-05,,New York,Standard,5
T2686,C069,Keyboard,2,1122.42,2025-03-04,Clothing,Seattle,Standard,15
T2687,C068,Monitor,1,383.14,2025-03-02,Home Appliances,San Francisco,Standard,5
T2688,C051,Headphones,1,860.99,2025-03-03,Accessories,Los Angeles,Express,15
T2689,C100,Smartwatch,2,560.56,2025-03-06,Clothing,Chicago,Express,0
T2690,C020,Keyboard,1,545.96,2025-03-01,,Miami,Express,0
T2691,C173,Monitor,3,1175.69,2025-03-05,Home Appliances,Miami,Standard,10
T2692,C048,Monitor,2,258.73,2025-03-04,Accessories,Boston,Express,10
T2693,C145,Smartphone,3,456.9,2025-03-02,Home Appliances,San Francisco,Standard,5
T2694,C072,Smartphone,2,666.4,2025-03-03,Home Appliances,Seattle,Express,20
T2695,C025,Smartphone,2,622.8,2025-03-04,Electronics,Seattle,Express,20
T2696,C133,Smartwatch,2,985.54,2025-03-01,Clothing,Los Angeles,Express,20
T2697,C034,Headphones,1,694.28,2025-03-03,Home Appliances,Los Angeles,Express,10
T2698,C147,Tablet,2,389.2,2025-03-03,,Miami,Standard,10
T2699,C083,Smartphone,1,801.99,2025-03-01,Electronics,,Express,15
T2700,C177,Smartwatch,1,164.27,2025-03-01,Home Appliances,,Standard,20
T2701,C008,Laptop,1,335.31,2025-03-07,Clothing,New York,Express,0
T2702,C048,Headphones,1,817.7,2025-03-03,Home Appliances,Los Angeles,Express,0
T2703,C126,Monitor,3,53.83,2025-03-06,Clothing,Los Angeles,Standard,5
T2704,C037,Smartwatch,2,178.23,2025-03-07,Home Appliances,Los Angeles,Express,20
T2705,C199,Smartphone,1,382.19,2025-03-05,Clothing,Los Angeles,Express,0
T2706,C016,Laptop,3,386.52,2025-03-06,Accessories,San Francisco,Standard,15
T2707,C028,Headphones,3,964.26,2025-03-05,Home Appliances,Chicago,Express,15
T2708,C148,Monitor,3,1131.39,2025-03-03,Accessories,San Francisco,Express,10
T2709,C090,Monitor,3,64.07,2025-03-05,Clothing,Chicago,Express,5
T2710,C033,Headphones,3,572.84,2025-03-01,Home Appliances,Miami,Express,15
T2711,C187,Headphones,3,1091.55,2025-03-04,Accessories,San Francisco,Standard,10
T2712,C003,Smartphone,3,1027.07,2025-03-01,Home Appliances,Los Angeles,Standard,20
T2713,C018,Laptop,2,681.9,2025-03-07,Electronics,Chicago,Express,15
T2714,C140,Headphones,2,128.06,2025-03-03,Home Appliances,Miami,Standard,0
T2715,C185,Smartphone,3,501.7,2025-03-02,Accessories,Seattle,Express,5
T2716,C147,Laptop,3,907.35,2025-03-02,,Boston,Express,15
T2717,C182,Smartwatch,3,1047.01,2025-03-06,,New York,Standard,10
T2718,C136,Headphones,3,692.54,2025-03-05,,New York,Standard,10
T2719,C022,Smartwatch,2,1018.36,2025-03-01,,Los Angeles,Standard,5
T2720,C016,Tablet,2,643.65,2025-03-01,Accessories,Los Angeles,Express,0
T2721,C011,Smartphone,2,1107.66,2025-03-05,Accessories,San Francisco,Express,15
T2722,C055,Monitor,2,278.72,2025-03-06,Home Appliances,New York,Express,15
T2723,C003,Headphones,1,159.59,2025-03-05,Electronics,Chicago,Express,0
T2724,C036,Monitor,2,528.03,2025-03-07,Clothing,Chicago,Express,0
T2725,C176,Keyboard,1,464.71,2025-03-03,Accessories,Los Angeles,Express,0
T2726,C117,Keyboard,3,497.41,2025-03-06,Accessories,San Francisco,Standard,5
T2727,C116,Smartwatch,1,333.98,2025-03-04,Home Appliances,Boston,Express,20
T2728,C168,Keyboard,2,984.81,2025-03-01,Accessories,Miami,Express,20
T2729,C077,Keyboard,3,1168.69,2025-03-01,Home Appliances,San Francisco,Standard,20
T2730,C077,Laptop,3,58.83,2025-03-01,,New York,Standard,20
T2731,C013,Tablet,1,753.51,2025-03-06,Home Appliances,Seattle,Express,0
T2732,C200,Smartphone,3,248.18,2025-03-01,Home Appliances,,Standard,10
T2733,C175,Smartphone,1,645.89,2025-03-01,Home Appliances,Los Angeles,Standard,5
T2734,C103,Smartphone,1,56.29,2025-03-06,Accessories,Boston,Standard,20
T2735,C159,Smartphone,3,860.61,2025-03-06,,Boston,Express,0
T2736,C135,Keyboard,3,1037.54,2025-03-06,Clothing,Boston,Standard,15
T2737,C191,Laptop,1,352.6,2025-03-05,Clothing,Los Angeles,Express,5
T2738,C141,Keyboard,1,964.88,2025-03-03,Home Appliances,San Francisco,Standard,20
T2739,C172,Tablet,2,774.06,2025-03-02,Accessories,San Francisco,Standard,0
T2740,C081,Smartwatch,1,854.43,2025-03-04,,New York,Standard,20
T2741,C140,Laptop,2,527.14,2025-03-05,Electronics,Los Angeles,Standard,15
T2742,C188,Laptop,2,655.8,2025-03-07,,Boston,Express,15
T2743,C153,Monitor,3,1018.52,2025-03-03,Clothing,Los Angeles,Standard,5
T2744,C122,Smartwatch,3,196.43,2025-03-01,,Los Angeles,Standard,10
T2745,C047,Smartphone,3,400.77,2025-03-01,Clothing,Los Angeles,Standard,0
T2746,C108,Keyboard,1,858.49,2025-03-07,Clothing,Chicago,Standard,15
T2747,C165,Smartwatch,3,1095.02,2025-03-04,Electronics,San Francisco,Express,15
T2748,C062,Laptop,1,351.14,2025-03-05,,San Francisco,Standard,15
T2749,C042,Tablet,1,401.76,2025-03-07,Accessories,Los Angeles,Express,15
T2750,C090,Laptop,1,1051.71,2025-03-06,Home Appliances,Chicago,Express,15
T2751,C016,Keyboard,3,618.75,2025-03-07,Home Appliances,Los Angeles,Standard,0
T2752,C044,Tablet,1,910.65,2025-03-02,Electronics,Miami,Standard,0
T2753,C130,Smartwatch,3,963.78,2025-03-06,Clothing,Miami,Standard,20
T2754,C192,Monitor,1,392.7,2025-03-06,Electronics,Seattle,Express,5
T2755,C026,Headphones,1,308.29,2025-03-07,,Boston,Standard,15
T2756,C123,Laptop,1,844.6,2025-03-03,,New York,Express,10
T2757,C064,Laptop,2,1129.9,2025-03-05,Clothing,Los Angeles,Standard,15
T2758,C155,Smartphone,3,1190.93,2025-03-05,Clothing,Boston,Express,0
T2759,C110,Headphones,1,404.52,2025-03-01,,Seattle,Express,15
T2760,C025,Smartphone,2,210.15,2025-03-07,Electronics,Seattle,Express,0
T2761,C035,Smartwatch,3,364.05,2025-03-06,Clothing,Los Angeles,Standard,0
T2762,C032,Headphones,3,655.14,2025-03-06,Home Appliances,San Francisco,Express,5
T2763,C127,Smartwatch,3,112.51,2025-03-06,Electronics,Chicago,Express,5
T2764,C060,Monitor,2,159.14,2025-03-03,,San Francisco,Express,0
T2765,C187,Monitor,3,141.96,2025-03-03,Clothing,,Express,10
T2766,C186,Keyboard,3,725.63,2025-03-04,Accessories,Chicago,Standard,5
T2767,C002,Tablet,1,622.48,2025-03-06,Clothing,San Francisco,Express,5
T2768,C097,Laptop,3,246.29,2025-03-01,Electronics,Miami,Express,20
T2769,C135,Headphones,3,727.98,2025-03-07,,Chicago,Express,5
T2770,C171,Smartwatch,3,904.08,2025-03-06,,Boston,Standard,5
T2771,C054,Laptop,1,1058.41,2025-03-03,Accessories,Boston,Standard,20
T2772,C083,Smartphone,2,452.23,2025-03-02,Electronics,Chicago,Standard,5
T2773,C146,Laptop,2,324.27,2025-03-06,,San Francisco,Express,20
T2774,C025,Smartwatch,2,714.2,2025-03-07,Home Appliances,Chicago,Express,5
T2775,C036,Smartwatch,1,1046.65,2025-03-01,Clothing,New York,Standard,10
T2776,C167,Tablet,1,690.33,2025-03-02,Accessories,Miami,Express,10
T2777,C083,Tablet,3,257.91,2025-03-04,Accessories,Miami,Standard,10
T2778,C173,Headphones,1,205.45,2025-03-01,Clothing,Los Angeles,Express,10
T2779,C018,Tablet,3,412.68,2025-03-03,Home Appliances,San Francisco,Express,5
T2780,C077,Smartwatch,2,1131.09,2025-03-02,,Seattle,Express,10
T2781,C019,Monitor,2,96.81,2025-03-01,Clothing,,Express,5
T2782,C085,Tablet,3,571.72,2025-03-03,Accessories,Miami,Standard,20
T2783,C104,Monitor,3,959.13,2025-03-01,,Los Angeles,Standard,10
T2784,C101,Tablet,3,149.17,2025-03-06,Home Appliances,,Standard,0
T2785,C183,Monitor,2,1087.39,2025-03-02,Electronics,San Francisco,Express,20
T2786,C112,Tablet,1,562.3,2025-03-05,Clothing,,Standard,15
T2787,C190,Monitor,2,436.62,2025-03-04,Clothing,New York,Express,0
T2788,C127,Keyboard,2,1192.32,2025-03-03,Clothing,Boston,Express,20
T2789,C129,Smartphone,2,398.86,2025-03-06,Accessories,New York,Standard,10
T2790,C055,Tablet,1,1143.79,2025-03-05,,Chicago,Standard,20
T2791,C070,Keyboard,3,603.51,2025-03-05,Electronics,Los Angeles,Standard,10
T2792,C120,Smartwatch,3,851.51,2025-03-07,Electronics,Los Angeles,Express,0
T2793,C079,Smartwatch,3,134.62,2025-03-01,Accessories,San Francisco,Express,5
T2794,C013,Keyboard,2,573.91,2025-03-02,Accessories,Seattle,Standard,5
T2795,C095,Smartwatch,1,250.43,2025-03-03,,New York,Standard,15
T2796,C102,Monitor,3,1109.59,2025-03-06,Home Appliances,San Francisco,Express,5
T2797,C078,Headphones,1,950.25,2025-03-05,Accessories,Miami,Standard,10
T2798,C163,Keyboard,2,1196.51,2025-03-03,,Miami,Express,10
T2799,C096,Headphones,3,436.41,2025-03-03,Electronics,San Francisco,Express,10
T2800,C090,Smartphone,1,286.95,2025-03-07,Home Appliances,Los Angeles,Standard,0
T2801,C137,Headphones,3,387.6,2025-03-01,Clothing,Los Angeles,Express,0
T2802,C134,Laptop,2,1078.51,2025-03-05,Accessories,Seattle,Standard,0
T2803,C159,Smartphone,2,768.22,2025-03-05,Home Appliances,,Standard,10
T2804,C170,Tablet,2,269.64,2025-03-04,Clothing,Boston,Standard,15
T2805,C055,Smartphone,1,978.67,2025-03-06,,Los Angeles,Standard,5
T2806,C099,Headphones,1,116.14,2025-03-05,Electronics,Miami,Express,20
T2807,C101,Smartwatch,2,921.37,2025-03-07,Electronics,San Francisco,Express,15
T2808,C099,Smartphone,2,718.65,2025-03-02,,San Francisco,Express,5
T2809,C145,Laptop,3,482.78,2025-03-01,Accessories,San Francisco,Express,0
T2810,C068,Tablet,2,923.29,2025-03-06,Electronics,New York,Standard,20
T2811,C028,Smartphone,3,571.22,2025-03-07,Home Appliances,,Standard,0
T2812,C023,Smartphone,3,377.83,2025-03-02,Clothing,Boston,Express,0
T2813,C159,Monitor,1,184.82,2025-03-06,Clothing,New York,Standard,0
T2814,C193,Tablet,3,855.98,2025-03-04,Home Appliances,Miami,Standard,10
T2815,C185,Headphones,3,322.99,2025-03-03,Accessories,New York,Standard,0
